T1C1,T1C2,T1C3,T1C4,T1C5,T1C6,T1C7,T1C8,T1WB1,T1WB2,T1WB3,T1WB4,T1WB5,T1WB6,T1WB7,T1WB8,T2C1,T2C2,T2C3,T2C4,T2C5,T2C6,T2C7,T2C8,T2WB1,T2WB2,T2WB3,T2WB4,T2WB5,T2WB6,T2WB7,T2WB8,T3C1,T3C2,T3C3,T3C4,T3C5,T3C6,T3C7,T3C8,T3WB1,T3WB2,T3WB3,T3WB4,T3WB5,T3WB6,T3WB7,T3WB8,T4C1,T4C2,T4C3,T4C4,T4C5,T4C6,T4C7,T4C8,T4WB1,T4WB2,T4WB3,T4WB4,T4WB5,T4WB6,T4WB7,T4WB8
3284346.851,1393354.861,5587981.526,3777704.391,6259949.062,5144596.436,5370128.036,5650560.499,4674366.858,4750556.103,4909613.623,2928149.631,4057368.36,4246957.735,5803716.1,8399503.552,3578147.966,3734622.787,4335724.172,3822477.654,4394448.538,3732614.044,3159772.41,3375117.961,2521931.054,3146293.495,4153560.238,2048184.656,3647189.113,3253994.292,4371140.331,4097193.893,2093850.631,3893624.12,1926549.625,2484601.693,3408655.923,2714050.219,2729105.511,3462160.458,2035360.366,2001122.845,2153531.976,1763516.85,3407301.116,3340014.854,3004958.418,2290806.976,2194518.084,2258382.883,2427250.966,1994384.689,1100618.366,2221789.779,2155218.455,2587051.252,1804968.79,1577465.117,1913618.338,1603075.758,1097398.782,1907350.444,2043881.165,1571129.709
5262678.695,6085350.696,5077680.539,6182321.367,5272117.864,6415333.928,6804089.851,5848791.993,8292296.092,5821445.559,10203116.81,5211638.263,6970714.581,6782291.66,5036200.837,10650718.41,6788720.929,9002535.624,6315421.252,5409869.832,7699323.722,6576720.408,6670082.926,3848623.863,5017123.991,5176928.919,6223753.34,4735014.495,3564710.168,3847636.097,5846476.338,4770035.763,5652986.11,7422784.441,6031599.408,5650923.812,6738694.053,7478961.432,5793873.3,4507213.129,9457428.501,7237491.488,4525045.91,5360573.015,5184078.058,4846212.97,5457166.703,4208386.46,7103133.55,8056556.338,6389167.804,4646511.456,7309526.8,6865799.165,5203010.428,8177250.38,5421846.002,5798636.955,4541086.442,4839638.2,3841397.443,7479889.702,3364879.341,5398300.874
7897777.297,6803138.35,4813503.025,8597990.94,4260756.44,6818467.545,6812042.607,5149293.423,5882064.821,7498672.67,9898596.386,5220526.793,12822171.08,2593435.921,968754.5532,2536176.529,4235329.965,3457299.772,3422190.741,4352611.605,3954065.552,4306075.788,8914664.096,3024581.886,1702746.378,4983903.008,4584769.378,3907211.444,7601251.021,4526182.393,5231881.549,3833896.419,1208650.53,4583369.708,2604242.203,4214373.455,2564330.22,3473025.675,3495773.049,4072785.618,2325633.705,3289030.721,2858188.622,2851261.756,5428879.916,2396425.094,4332524.891,3152095.777,2788876.254,3005606.904,2572397.222,3577395.153,2132999.377,2669269.727,2651679.871,2351754.25,1531398.299,2135935.544,2408232.763,2485656.012,3512753.589,3093373.387,2695138.368,3375218.263
13659557.66,20548241.03,23166461.65,18852935.59,19568640.41,33585144.47,27404626.74,44694282.79,24149038.94,28990056.19,25638016.54,18069389.36,27759166.98,22866260.32,28804656,34360178.49,21691892.95,20649423.17,17978991.43,18407581.48,16794392.48,23635978.69,21396074.26,17043997.37,15016803.3,14292403.01,18458275.84,18423121.35,15124335.92,11959000.36,18738130.48,13634799.38,24203936.1,29377973.86,28746738.99,29424205.62,33094335.46,30580800.83,23786185.86,15000222.87,20493193.27,14924191.13,25868302.87,18577211.74,13524021.46,25153680.06,29325787.89,19795373.03,23649942.49,26681727.5,27711733.51,25985299.89,20846455.32,24455256.53,23025860.66,27235117.49,23268606.94,18307431.47,15268115.71,19777490.32,15527496.75,15046288.58,16318613.34,16333259.9
8313571.859,8758359.37,3539136.828,8259911.579,26924639.8,10236722.21,36811108.86,17721726.85,9535491.65,16675048.71,15798350.27,12870347.53,34586165.64,37176218.44,15034661.92,14962198.79,16992570.68,8100117.426,12024975.91,9567048.747,25984505.23,16458837.7,37966295.89,17796414.71,8510971.445,4766569.885,12630238.07,7855170.908,22043243.81,19188159.46,17210462.87,19962330.26,9490565.434,26728185.82,6200505.225,13261607.42,10887447.43,7018184.114,11087770.67,12109678.67,21372874.43,8681400.615,5573160.071,3914126.032,11355336.78,12672084.66,19811112.74,11152206.16,10839495.75,13743659.7,6271612.484,11706993.18,8059517.457,4984905.84,15011209.5,16788652.09,9636403.147,7611793.192,5685964.933,4497502.021,9525742.453,8033689.593,5661838.752,4362321.425
162795482.8,194730712.9,228829730,252459911.2,522948632.6,128115819.5,559700401.4,361620824.6,265508557,235119460.3,428519059.9,218824781.4,399422580.2,333932257.5,389269665,385323981.3,252601040.9,121350533.4,121929225.5,173205603.2,454856686,270241911.6,482547742.3,247699472.6,193875032.1,56989282.58,178964682.4,111231802.2,268067321,380602294.7,425107343.7,327219948.1,164305236,320786989.3,332775595.8,208259579.4,187203002.5,167575769.1,275157408,499338627.6,213030151.8,167674952.2,332677929.4,132302821.9,249288053.4,149001409.6,232701574.2,231589061.2,193263484.5,8641557.872,29813236.95,161277723.7,11202971.15,112136810.6,30255797.51,185728081.2,4190402.1,7652843.968,28016037.4,93199188.76,2161410.422,82246133.09,11623360.27,21425858.64
860541.6665,1443845.431,3807096.21,5593862.982,591204.9403,1099730.17,834087.5612,15713503.11,4730634.999,896428.8878,2899425.311,569504.074,1605375.066,11664619.58,1808884.865,12654693.2,1557000.573,1784202.934,1998425.941,6168955.541,1306569.646,1808278.836,1070802.955,5009674.603,1103135.814,1675829.474,4095325.887,2065159.149,537213.9066,6037640.21,3061450.597,3030214.36,1493496.344,6311611.61,537434.8068,14504840.44,2778273.979,1165486.925,1073045.711,415543.8604,12395070.87,1767624.358,1130247.779,727841.7023,1376988.954,4854853.57,846018.9461,2458499.668,3006049.896,4229628.298,2881842.391,3216258.219,6048664.815,2254191.92,5801080.527,9500101.65,4417779.876,3305446.488,1123394.468,527984.8204,1518319.74,3811463.439,1766107.426,3656118.466
676110.7381,1826571.529,698186.8325,7778565.554,10672488.04,3181606.077,15706188.99,14020609.21,1360157.488,3311693.973,9970078.925,4395180.351,7646848.893,11100108.49,13367954.72,14012483.25,4150887.012,586232.4675,595245.0378,1194967.274,628517.8721,1594802.174,8720257.241,5039887.201,524403.1433,587605.5852,7513096.652,4534600.286,525301.3545,7511292.013,11572067.18,9238511.338,572187.6099,758107.5717,554401.5852,547789.4452,525610.9478,750121.1316,649281.6496,3119174.106,634801.7697,626362.5964,539866.653,550702.4191,565519.7668,622609.7861,9409880.706,595725.3561,603122.8986,582878.3271,628386.1249,619910.5605,558590.3822,593701.9165,584536.9805,595391.6062,589649.1868,597036.8444,558447.3889,548810.8713,374499.8772,450227.5466,509319.9869,599613.8496
8006379.489,10119678.1,9144292.22,13030196.57,13446649.49,24718529.04,10189716.14,12769746.14,9517346.447,17149999.07,11094290.46,6798282.346,15754115.89,14001808.45,15607499.2,20317324.7,14382383.56,18914778.2,7972804.075,12437519.7,16469816.65,22399357.57,13252479.7,8224563.961,8659911.62,11566283.86,11064060.01,11703295.09,9741253.888,8210780.366,9438054.443,6711805.521,3730814.307,12481677.59,12560756.89,5283517.221,8456935.006,8878462.044,7664781.982,6761655.352,7039372.579,13709856.97,9572949.592,10438313.52,8312476.661,10777573.83,11953578.77,7779370.925,11210082.53,14714902.86,8918560.658,11343918.49,9420217.394,9086381.396,5225530.676,10608300.85,7707993.923,6203008.637,6271257.11,6830506.259,7070079.949,4009451.15,5406254.875,7724443.535
18057492.8,14721246.32,15855432.51,17715219.96,18055168.57,11708643.66,13747474.5,23385143.07,20720177.51,19429922.81,10226791.08,20725630.83,15274989.56,27335984.71,21065616.41,23842664.52,19434191.14,15069092.42,23631210.54,11554636.39,18958266,19736837.11,19413908.6,14984592.41,19492497.4,11302062.22,28217546.1,25223885.65,13250972.16,9235438.266,24147562.18,23130003.38,13669756.02,22170150.96,17869874.3,22750310.25,34380766.47,32631165.88,23264394.52,9445464.196,26376115.96,23017649.16,18552632.07,16467963.92,23153990.39,23134426.69,25326972.2,23859535.14,25623966.58,28743184.66,17344731.88,14150175.3,19828151.33,18781766.84,20086693.59,23988043.57,23042521.12,17003253.96,10768784.24,19870580.43,14316284.47,18125650.1,19175676.39,20182894.24
131376731.2,132663960.4,207873424.5,162995384.2,204695311.2,101773500.8,281038529.9,229128162.6,193993996.7,139832270.1,215501184.6,122356786.9,254958547.1,176532158.6,198581486.7,268496400.4,161759840.4,136369098.4,97399921.58,132915233.7,272533304.6,168274087.3,193019807.1,157740322.6,133962104.1,72328150.34,123775226.1,87431851.22,120815878.2,180131652.4,145663217.1,167958522.2,89732109.37,135931150,122711331.3,99295439.62,83282538.97,72830371.03,175191769.6,240898520.2,125185699,116299781.3,119240977.6,120222057.4,147048323.1,100146083.1,90292341.65,96475855.91,99093908.22,283106591.1,293657178.2,80358021.23,214855900.6,66963775.78,264781373.3,100352210.5,191074566.5,121565654,233376173,63558716.4,168470523.2,74201011.76,119426259.6,131509360.7
20886291.5,22063808.6,34054801.03,47692715.5,69285740.21,14772952.92,75998256.42,37119433.4,54028881.33,25139086.82,60368618.33,60083780.15,42703209.89,38377003.22,74486174.57,55152534.28,31439857.18,24870295.45,16232222.2,30605986.66,66618068.28,19637707.12,57649870.49,26878014.47,34916532,16269961.7,22180702.95,19614587.8,47821822.32,63667898.09,64369076.75,46526949.55,30680526.07,26270111.62,58397413.37,28674356.67,25441356.88,14453719.71,33055992.66,53768031.73,17784948.74,28636128.12,25216655.53,17340857.56,41489410.86,17623980.55,39757280.74,26557570.25,25110563.98,8523340.189,12623044.68,25200786.43,6166370.402,11671338.55,7007996.413,31300114.46,5271810.199,8546495.94,8638117.093,14502828.41,4171837.511,11593050.72,4885806.066,5535120.297
2774427728,4440337350,1249409881,1843676760,3402556246,2523324412,2924588592,3316461584,4167158747,2979427398,2974386741,1606811436,3494072948,4523645939,2462971277,4841833334,2976693776,4603880923,1821355365,2127759013,3308497768,3017878432,4096468073,2199851548,2110235744,2298547496,2848874456,2113107501,2372571810,2056283514,1753684856,2957648219,2023875379,4371806719,966539601.9,1812898272,2673711563,2460711661,4159745712,3837825371,4434337693,3921658365,3265402704,1973121903,4091098514,3522238022,1750326951,2860691758,2144517033,3802167701,979641392.4,2120672093,1254810865,2159361048,3099885382,3509517646,3589834323,2593524785,4022560452,2158741532,2294857325,1886010518,727663270.5,1326597323
4974759.743,6319617.12,5443619.964,4284614.629,3976766.185,4155662.693,3432568.517,3068485.33,3991839.951,2246768.009,5038049.116,4225605.991,7010995.708,4673779.352,5960093.29,2718466.324,4744603.092,4104429.936,4212508.109,3764787.647,4111418.523,5487868.206,5007889.057,3069390.268,4236983.392,1901555.211,3563829.347,4852629.055,5675848.108,3532656.286,4504374.893,3197277.58,5123455.69,7320504.317,4231823.212,5216197.968,5755050.536,3524603.249,3818536.236,3789829.268,4496699.391,1747013.058,2378941.307,2897025.247,6326070.523,4995708.538,5551612.929,3734914.228,5928557.259,6741439.089,4922536.282,5623727.599,4959594.305,4417778.592,3132938.491,4351045.011,3098870.947,2039939.254,2612121.364,3518005.949,3967382.13,2590005.909,1743860.336,2779233.216
95450696.03,200019352.7,112888737.1,70736929.31,75065975.96,81555681.59,144013725.3,139006289.3,174448138.4,229941039.5,98556783.32,115595901.5,164610155.4,124304752.1,120966746.2,171199277.2,105299250.3,63390000.96,59342363.77,76910866.63,64871462.12,60669468.74,124678592.5,43475866.36,79363074.47,60972959.97,67704951.2,94292144.43,67192206.81,28835365.86,51789272.91,50336313.51,44992417.05,51518948.5,46589027.67,35231521.83,41329136,40424299.2,53776983.97,58795286.59,65190325.65,54423983.12,55368397.8,39695342.66,38825263.18,63640510.75,51144603.49,58495791.86,42783346.7,50357674.17,62937280.72,57588387.4,40472540.53,36827159.56,54012073.76,47286396.33,34882007.74,42985055.39,47468121.2,47709379.64,26182301.72,37346279.76,35217566.82,38317389.14
745857827.7,807660020.2,663725294.7,698946573.8,832291238.8,785148809.9,785872597.8,982958908.1,798811908.4,825134177.3,849002890.3,723319052.8,795573902.8,811813193.9,732111018,999224459.1,728422346.4,744354196.6,728033515.4,711131716.6,755250278,834670390.9,858767814.8,569838167.5,655903258,701638994.4,647168324,608232420.1,615324833.5,558545400.3,686168173.7,722962021.6,722652822,875693713.2,703262728,692572582.8,698452425.7,906885283.3,792840133.9,723735391.5,780654801,763606675.7,672107069.4,720074300.1,705712017.9,764327772.4,810989533.4,762019937.7,803981634,818486577.1,769399087,785360276.3,783680706.6,765690578.8,758499188.1,806211431,740676335.4,847610563.5,715496300.6,752469373,528968344.7,611423935.8,673246940.1,743645956.4
49034905.34,88683021.51,55857070.32,58853504.98,69861346.94,50907483.71,34035371.36,73881243.49,59068704.31,66771757.33,28917977.86,63998948.87,47076250.99,55134682.81,99895423.26,149167788.6,52590498.92,56150493.06,37843381,49093572.3,53740068.08,46871646.31,48609282.28,28386603.54,50112055.87,49321060.33,25596141.22,83489659.01,34751837.35,35094169.71,47987541.49,44571239.41,45373294.14,81253954.65,37353059.19,61543765.4,60072042.44,57138102.57,60573473.49,46821937.32,90575050.9,85409787.51,73763527.38,136917153.7,71464475.7,37723239.17,194435190.1,81697350.18,85565410.83,104678380.4,46450570.41,75707308.02,155680740.1,81936442.22,88892400.05,66864286.65,352143158.7,230042662.3,142533453.4,279993801.6,102322721.4,234084378.9,187716193.6,305327656.5
2117079.949,1732087.249,2098068.559,933138.6642,2103124.375,2066440.185,742583.5456,629144.7895,856936.1839,546146.7095,2031424.709,995935.749,2193519.533,1653950.198,922318.8287,591569.8551,3700428.522,2232996.965,1850415.251,1207541.34,3228932.911,552322.9381,1077008.148,1279042.245,2723138.154,699538.9599,1248907.474,3604930.224,1425834.602,901358.5363,1915775.628,1007291.771,3888565.898,5263778.15,2313974.097,2788992.18,763768.7749,3382015.311,3945898.816,767365.186,4252425.498,476307.0729,2796124.533,3196887.244,3903058.701,2579211.182,3425536.712,806487.2614,4490003.615,4512284.012,2586024.537,3853066.198,2667052.028,2254657.793,795049.4357,1256495.838,1617596.759,717663.0874,1531791.661,569152.868,1380171.268,932624.2964,973471.9386,1020568.051
13735712.54,41633975.5,20337155.24,18609353.4,39056034.16,24537766.96,24661306,49077157.48,39286227.59,28400724.11,87620571.56,17129559.5,45986083.62,163311251.7,16964853.51,34730847.57,20324681.62,22035381.31,13323311.51,15570408.77,26036353.84,18614472.72,51558319.69,14151965.43,10962714.89,11918550.17,39521752.29,22199510.57,15541766.93,15239105.78,16955260.97,13093670.71,13671215.52,91199159.93,8785218.462,68873024.49,47737365.47,27502230.56,18072046.8,8926056.756,137802664.9,6551981.402,16810758.05,8684789.949,10421490.38,50459363,17267703.2,8240325.771,23226072.75,51282940.15,22814481.41,17561215.4,99634472.97,21658214.84,51187546.73,94306592.48,40890950.89,24320824.79,8733108.714,7463247.743,18183966.4,81803733.05,17288580.74,46129549.04
40317699.46,54733930.42,70452425.74,81994987.19,55710263.13,71642159.19,54640561.88,81135013.67,84766216.65,42018949.61,78360520.52,41367419.89,45032194.1,56950444.63,81979174.93,67153880.04,31725698.9,41095193.33,50077367.13,66531751.82,46145240.25,52035392.86,53562256.09,33497215.98,38661673.82,33643695.63,41293204.83,30626663.11,25565276.57,40547406.8,49090957.98,37476982.91,19214706.96,23082814.29,25039277.57,25525547.5,22377197.67,29605560.07,25699165.42,33310534.44,21567496.97,24308709.79,21206331.31,19857528.77,29803249.66,23463421.2,38229808.63,22006478.01,22007866.51,22153348.45,24231555.63,19913297.85,14744487.04,17786850.13,15500798.69,23906307.1,22270664.2,15495418.57,19383802.83,18352308.94,12746400.39,19341982.35,14521134.26,11757122.77
34447723.65,41178456.75,49150606.6,43703457.83,52781744.13,28395441.3,64677610.45,59154936.47,60230930.68,64633299.97,53442679.14,31476983.61,66130139.9,36368361.99,44378222.74,79291197.82,47510227.64,58179618.82,25682128.19,39605145.6,77753213.29,59163125.73,43712110.67,44637168.47,32695254.46,28264424.6,33154975.64,26547002.54,32882324.67,45854017.41,46681059.2,40944432.16,29718750.47,37861781.87,60223907.56,30797342.8,25072177.72,24641261.51,48954222.05,58369790.86,47057617.93,51018652.6,31878355.19,33706399.07,36396530.07,40938448.6,26172356.87,33278967.57,46959743.58,119398954,72409073.59,25907496.29,70214696.46,21995538.79,65395023.1,32452532.05,50244628.82,28984567.95,58986930.53,30196138.16,47986290.5,22194667.91,33859120.85,31169286.9
8711250.714,8829536.851,18761749.06,13727035.49,18471113.73,20548632.6,43948587.79,27849428.23,9787757.163,13217835.33,19690272.41,18831086.45,19774380.62,20354230.96,38107610.18,25537982.15,14939935.8,17312882.72,19658284.92,9024009.353,29072222.33,15768661.61,25294151.45,12243861.18,14858164.07,12081857.52,19763812.32,19273972.66,30138891.24,38280315.39,13367938.08,14206398.57,6257906.482,27044179.29,33224091.51,4357185.834,8738519.023,15534886.02,9391286.524,34683718.55,11192746,20468546.15,26109017.93,10954153.41,38096296.69,18672743.76,27911172.56,9706414.288,28087062.53,14822234.33,10935677.74,28049148.64,5807879.359,7776502.047,4704033.107,25868564.35,10815819,4226343.712,10647244.78,10972383.65,15251911.21,6449651.056,3946478.788,8429000.522
15615388.45,27098603.99,12296344.11,10613719.91,14028011.62,18557414.73,16437959.22,25624245.58,17648639.67,8911093.079,19185827.69,9879070.543,19830324.75,13880240.52,14472144.01,16241137,24186276.87,12346844.73,16339514.54,12046135.77,10962601.82,26974054.17,26696605.01,14012729.44,13868523.44,8027134.331,9719360.932,18420081.2,9913929.924,9363233.582,13174305.52,8076740.973,12004022.92,25716661.41,19083581.77,22184834.84,24451118.21,19535157.04,21697634.81,7119373.027,32375535.48,6901785.011,9989140.157,11659691.7,12498947.53,12479579.47,18204484.52,5686210.173,14428206.48,20098103.87,18196039.35,15781287.45,10761824.08,5576254.385,17688799.82,23249184.04,14540579.33,10428852.11,7581950.077,12176275.71,8777533.658,11136266.07,5057461.463,8085193.994
26692725.73,72538490.97,50782712.58,88454029.34,120434183.8,54667270.36,56585336.43,100424059.4,69440437.71,41482301.08,71483525.79,39715408.99,72979273.01,99719524.34,70745099.73,71643131.65,30348879.46,49723561.57,30226350.42,61663410.78,61008859.44,55848569.04,53594846.62,36524097.77,42610532.87,42564491.23,44794684.51,42397836.79,41206115.8,75943528.8,58297374.54,50274236.28,12537139.92,24718757.4,20895304.53,27432241.11,16849431.27,19289774.52,18363198.68,24712897.5,15113217.81,16407447.33,14478434.63,10252681.25,22827086.9,16906209.25,38545158.31,10282517.79,10532494.74,12121305.55,20681366.39,20412971.69,6935747.079,10510374.49,9478974.602,15689241.47,11099546.59,5398577.649,8518314.527,9363699.179,10683301.42,9261389.975,9954233.659,8323219.134
3755988.415,7876824.068,5224826.082,4628003.029,3401580.999,4889809.164,3486595.183,7676558.352,5101125.265,5313246.883,7182176.493,2270834.547,6184672.252,5775962.951,5389158.367,8354047.399,5547982.513,3833817.553,2667726.117,4335234.524,3386781.411,7978691.267,7824527.112,3257785.691,3212254.031,3718745.067,5414389.476,5344308.098,3482315.655,2330956.507,4496231.616,2914737.956,639547.3945,2463513.09,448814.8875,517656.1486,644738.0496,639396.9875,585446.6564,595202.1903,1499492.974,1704823.322,733423.1431,542481.6449,974522.4276,562577.675,1887145.542,611156.9303,653518.9382,596025.5831,655570.4854,525178.6851,600960.0288,542885.5899,655241.0327,640024.1618,489009.5478,562549.6461,684013.7873,516607.6788,482855.6475,464890.9339,945638.3555,467146.6379
7630147.121,8964401.395,8743952.597,6451909.719,7991826.13,7167953.898,7919735.155,9438516.162,6605242.885,6723523.395,5846607.388,6326022.582,9354395.036,5075097.184,7357450.497,11652355.79,6997111.886,6399821.913,6051353.832,5239160.555,5714614.514,5563836.076,5708952.285,4270366.268,5248773.647,4682446.793,3752359.057,4635604.342,4475280.576,2932520.597,5157742.975,4774478.667,5229063.103,7895348.74,5120111.252,3721311.831,5302369.407,5082641.836,4448949.402,4815686.248,6217006.104,4633601.615,4513197.027,3671243.425,4471158.298,3262022.736,5711459.559,5268918.962,5113209.717,5691443.172,4762865.277,4075334.472,3779533.293,3776739.745,3134230.581,4029540.042,5003637.197,4698156.563,3649797.921,4856570.179,3466563.906,3678598.198,2103111.075,4290675.833
30456701.24,34532157.4,47823699.95,39309862.24,37231723.88,38381415.63,79463618.68,53293190.9,41096049.29,39327999.66,49369322.92,34542484.92,34363932.26,34274275.46,40301069.89,57490985.1,28577924.34,35396196.55,40715430.37,31291974.6,32172373.57,36978758.43,12979076.35,27755638.73,24266040.66,34205836.1,31227047.46,24138029.94,25101153.72,22076037.23,29256112.34,14843443.72,7415677.649,32662249.21,30765166.77,26552311.89,27069386.29,13224932.84,27527212.44,35307213.58,15605369.8,30643341.5,26393560.93,25213668.51,56095714.25,20410434.13,34499131.74,30458969.98,27102181.24,26196872.7,31966041.6,27964063.98,25544362.72,26766363.09,26501877.05,34200114.85,27246439.64,9916574.015,27957474.01,23970835.79,7570237.84,19623640.58,8003165.615,12313096.3
46775519.49,58393832.85,55107557.25,62218355.8,75768837.11,54060958.36,53828531.11,84497468.95,53817112.35,66798229.74,62791562.77,55710462.14,62583918.69,67894071.26,59455466.2,91729046.33,35716533.27,53115463.48,40115909.43,43074414.29,54021048.34,47251363.71,52066761.46,37938387.92,31573784.57,46383770.38,44722888,39428983.51,37998197.37,44980344.52,52177388.84,37709655.35,16357749.61,26448658.24,18744698.45,27335862.43,21024734.01,29092167.72,22020043.63,31982302.31,19492076.83,28042208.51,21573215.56,17136584.03,29193379,19372367.98,30724778.67,20094302.22,18562980.96,19110703.5,21410597.19,19566561.54,13339930.73,20951970.46,16166449.82,18897595.38,15846831.49,15506955.34,19123155.18,14070052.46,13633429.08,21087187.02,13745194.61,17325682.74
19940562.84,17857623.67,17223232.51,17729225.42,19276289.11,16927875.79,18618317.48,23081689.37,18107398.33,15959926.03,19991425.8,15663173.13,18749849.3,16897720.26,19868906.61,25420198.76,16389292.72,17774413.52,13407815.81,14982642.43,17466391.48,15617919.79,18685305.03,11857730.64,13641204.63,9354197.756,13451204.52,12810642.5,12923274.99,13433768,17051344.22,13464666.4,11924170.65,13430113.18,10816883.72,10321521.48,10640779.2,13250995.86,10141264.78,12439630.97,10365708.52,5839015.734,9760688.008,9822376.256,12507463.7,10580134.37,15467484.03,11395039.83,12247132.34,10187828.81,11877851.75,10641793.13,7066417.592,8594740.81,8542248.902,9597294.966,8760998.489,4483954.134,9059002.116,9279387.813,7351265.735,9304790.288,8305990.743,8726308.563
4967085.975,6294444.628,5501651.456,4887454.602,1380501.239,3644300.266,5509769.22,4905171.79,6102643.153,6744049.456,2596487.764,3113013.17,4982657.976,9718617.604,12670989.64,8114527.178,11379719.79,5357276.74,3769322.686,10005207,15514527.37,4393548.861,4454012.422,11917746.88,12118073.66,2984792.266,3449249.89,3952583.576,3077115.418,6731860.647,5211640.078,4162677.067,5842686.079,13653397.55,7284673.153,6835041.32,8574105.655,6691644.851,9249283.771,14051765.76,6337956.351,6181665.843,8946803.628,10156813.81,7286854.268,6808338.528,5092057.917,8759534.077,8468859.409,10126976,6721601.961,6548414.924,8436506.839,5330409.602,5364294.442,12136974.28,5210416.211,6517132.998,8118588.617,6400025.566,4872399.615,6644144.029,5085977.006,7143412.273
174205049.8,92791292.64,153025833.9,120613992.4,138353478.8,186112628.8,145757013,212524512,176993329.2,201908006.6,243565606.5,87840804.81,212391317.3,191241384.9,190481132,256813372.8,171575110.8,215686838.5,118277273.8,151542385.2,138707960.8,175128086.2,117589571.1,141360420.6,146601486.8,89727806.44,175071907.5,174443259.5,127238627.8,70621827.65,66074181.47,159551809.4,56721855.84,166888701.6,151494401.6,87929050.48,187940408.2,97994582.74,88068030.59,88050254.1,151012204.9,166033513,163694600.8,160153578.6,96058482.07,79856933.61,165548268.7,174141454.2,176445216.9,223749186.7,70447953.85,161923632.3,106383999,98772271.95,158079311.9,114511058.4,167806745.5,169229513.6,132834011.9,180463935,144831833.7,134000915.7,67051634.49,87640701.88
21503325.35,27097261.37,19301220.29,34752075.74,13852728.66,46333135.93,21758535.99,28920226.42,21955310.67,20802074.54,22347625.12,14934764.33,28202114.33,16922719.85,19060276.91,28582727.56,18680548.87,21629447.5,19778382.02,16176921.2,20533565.71,14785124.1,21726283.78,9302477.025,12806959.6,29116642.71,21428932.23,15633584.2,36248837.46,14529388.68,31809821.27,20649588.45,25822423.28,24551783.17,12773845.87,24397564.93,14698435.92,14754670.87,22723696.48,12946843.26,14795026.8,22915789.96,19282770.84,33608064.37,33983009.16,15639628.53,17864098.97,26201268.15,19752431.13,20706047.67,14885842.9,28211071.82,12635554.06,10516294.17,18564367.65,13547268.55,16009068.36,16935708.1,17019070.79,20857475.46,27424232.25,13110497.17,27103570.19,21102579.91
8014143.591,11023117.73,8393849.448,5816246.506,6790056.451,9286959.533,14883279.15,11255829.64,13252309.19,12008658.84,13097017.98,8782357.835,9737750.362,6035886.404,6743603.681,9464718.551,10348780.47,4616697.255,9625491.291,9223745.054,6837551.026,11889488.04,13945834.78,7092359.375,6105151.228,6910794.368,6614430.192,7423028.49,5531774.187,4235643.313,7493679.617,6537130.381,9739095.638,13518404.97,8745681.381,8371150.164,7566440.252,10779422.08,11623325.73,9610018.331,7713236.763,7750506.742,7410388.297,9650165.364,8075339.246,8057056.271,8009833.302,6966216.502,8582637.384,8367128.08,8128207.972,8190267.78,6678614.444,5764727.986,6811577.863,9078479.303,7640305.824,7553798.947,7443543.9,7662766.444,4832669.738,6909631.307,4875912.257,6506876.776
19379654.32,17341629.74,72746447.49,30258684.26,28736070.71,167114326.6,216386992.2,109985249.8,29258423.6,32614262.7,29185002.71,26149942.32,24813762.69,26149820.71,28140161.68,43953962.94,67348736.81,31978619.33,61051825.76,79393584.28,41737012.06,60621777.77,27403553.39,49514077.67,19220656.69,28203600.7,20030943.89,20347894.67,16461373.58,21846896.54,28148901.17,26205026.43,31594596.35,37108814.74,27218722.63,24243282.83,32780622.03,36211819.69,38411304.21,37254771.64,18703960.29,24215957.67,19544685.39,25889558.18,23948311.53,30135946.7,20554300.27,24499276.18,28581705.4,36354930.14,29843833.39,28552709.85,29098592.61,36973141.59,16433060.14,18368331,18758327.11,18933019.68,19371906.69,20310366.6,19673372.65,24153194.51,20019325.89,24597088.72
791684.1298,1735366.124,7248698.645,748519.3675,1026184.878,21010458.99,28731904.13,13386013.92,1037863.844,1456789.162,955024.9665,777104.3909,1331067.753,1208753.76,932307.3465,1243753.355,7960377.314,1100516.585,6138222.337,7978473.587,1313015.21,6444329.885,1260943.814,4872306.589,832442.0495,889710.554,848600.7454,901662.3668,956625.1694,853255.1197,1124158.282,976966.1142,1328288.771,2982750.402,1974422.343,1315841.07,1913916.984,2444218.569,2463062.858,3246564.666,1370451.334,1089199.99,1139925.235,1631925.172,940298.3147,1326099.413,936869.2514,862412.499,1342694.349,2252829.101,1994255.592,2135502.745,1016415.168,2598367.572,1223687.803,1132429.319,1012584.226,1046406.071,1058674.209,843963.8052,1354184.092,1320985.276,1178999.502,1678029.262
