Tags,Name,Formula,T1C1,T1C2,T1C3,T1C4,T1C5,T1C6,T1C7,T1C8,T1WB1,T1WB2,T1WB3,T1WB4,T1WB5,T1WB6,T1WB7,T1WB8,T2C1,T2C2,T2C3,T2C4,T2C5,T2C6,T2C7,T2C8,T2WB1,T2WB2,T2WB3,T2WB4,T2WB5,T2WB6,T2WB7,T2WB8,T3C1,T3C2,T3C3,T3C4,T3C5,T3C6,T3C7,T3C8,T3WB1,T3WB2,T3WB3,T3WB4,T3WB5,T3WB6,T3WB7,T3WB8,T4C1,T4C2,T4C3,T4C4,T4C5,T4C6,T4C7,T4C8,T4WB1,T4WB2,T4WB3,T4WB4,T4WB5,T4WB6,T4WB7,T4WB8
B,2-HYDROXY-4-(METHYLTHIO)BUTANOATE,C5 H10 O3 S,1554767450.5065665,4152362624.9688597,1783830899.257739,1125499108.9530306,3422725522.8180995,1662388197.236819,1949849528.47611,5115770842.659056,2186853875.301882,2632614726.1049933,3731658066.264824,776433202.631507,3450234596.2805786,2221275030.3836713,1969513199.4441156,2846492199.2320776,2648884127.2558584,826299029.9244432,419116883.39642113,497057830.679798,1337041414.952826,2251642157.431182,5133801316.254026,635191811.2734625,1052182769.411812,548629405.9416034,922121340.1088473,3256903430.288539,388951431.06709,335864229.91028434,674039058.2614869,553097213.6231127,693688180.5338702,1081102601.8706007,333089541.351117,883418764.333007,755108540.3903142,574467446.9725718,934027624.2914653,152140049.30096823,1216776423.8854623,248390955.80118078,274303368.19637924,485924005.8453766,132028976.47802652,232364837.04006988,1165486532.6561606,153796609.73272476,416098037.89461386,733242163.264665,479268175.0447608,376115487.8067905,593623912.6088369,148188933.91465852,457438408.0940642,944701638.2924348,345158313.7369708,261563501.26499835,27763962.090422653,338451375.34844244,199669307.10134456,508506240.5544238,167611568.3236879,235070250.45972845
B,2-HYDROXYBUTYRATE,C4 H8 O3,73696455.21090554,72911449.35128953,70074748.37844467,64568399.092526436,67097757.173327796,52478293.44076888,72735252.41857049,106254377.71014507,50679179.877306245,93240571.567196,75485553.27296065,55427613.36649861,78792316.06156813,60555021.48658211,58332860.47411396,85738347.79158099,53474087.43861608,42079659.028112814,66553446.554740585,47150504.815622024,59336852.16848045,57651649.99913504,58107385.394000985,60228866.92103096,47806722.09162583,58494569.282836035,55945566.433715604,63830104.492093444,43574667.1194586,40934921.4600916,65946987.807314835,55941536.23299419,15873920.14268919,43204625.61503898,43012260.78485267,35216603.84897294,50141278.06320838,50997041.71155134,44263806.52671835,54906285.13891972,33206057.534921456,45889337.773266606,49694907.95784352,48684965.78940606,51228119.86443852,38588319.93509531,50513032.21716026,57585889.79180407,47287633.47476443,55203778.99632796,33620724.08072438,50126892.371050745,53251746.69180715,45934316.00087912,44567490.59812501,51691555.91424625,52924470.39603404,53455785.97691084,42042859.28271745,57522085.257387035,42305540.38398626,47326606.761085294,41746020.3767472,48197160.2957942
A,2-Hydroxyethanesulphonic acid,C2 H6 O4 S,309885917.4315455,224667556.51144856,261888601.81273037,159207401.70352465,241736858.31571007,243327083.36476633,290594910.08508307,457387861.60605156,247575501.37082928,265762740.23905352,309589043.0853956,326716575.9406081,274632344.42456275,244056813.04036182,369346610.3429696,405383708.03169316,181939329.30662733,343222065.3623061,317246882.46847796,310294829.197609,303936766.7302306,246407579.61193267,284790153.9219301,299898228.5724739,288245926.14142066,205839627.5298245,234148506.73803446,197687999.82711902,199840563.849469,242257195.07470205,213662883.10949668,234415584.64681605,208498354.2415299,177885916.6460808,342266692.2105923,172861456.64302528,205194150.23322126,204163051.53328595,256091927.0592474,266263575.22517696,147841546.3698191,327044305.46235347,293109770.2068463,244880722.56986332,232421129.7542575,157771375.58302698,268839903.21612763,191836387.92687908,176355831.75637487,181613428.7918235,252229775.04608387,155272653.1691423,104030605.83224611,113637673.80825934,141104796.60246477,236178637.0593514,177569089.5768068,167938057.24438313,181438449.6037003,178848184.70523888,112519588.32342635,111892930.99004525,111683517.35607433,100962336.46307248
B,2-Hydroxyoctanoic acid,C8 H16 O3,5597416.761770347,10135172.86223123,7728878.355092067,7410690.236613783,10328779.085935466,6039022.7337644305,8384104.104952654,13196036.901175538,10396092.130163528,8397994.543663658,7854408.074372359,6804454.516889424,8943352.692192748,10195149.540388884,7455799.048237016,10526818.808403809,7290004.316062086,10899476.876072861,7943829.55385044,6376369.469515879,9102289.021180905,15178114.513584852,13230138.4781513,6459789.8706833115,6055668.153582154,5995161.371956614,4872178.12219127,6898352.955161463,4917875.09150731,5824286.513079885,7000082.177207892,6199260.324243902,7543045.066156146,9236810.658211065,7921597.909733832,8091652.998917259,8820020.575069414,11540941.14204362,9735043.396937642,8327216.319606009,8593139.77607399,8067341.762521992,8547579.383455237,8218570.873469982,10394911.672594475,8616485.502335759,7399974.294399087,7394555.75959041,7875523.670814727,10273850.686213976,9356381.18052123,7669437.157420729,8105094.090235214,8907662.828380119,9121939.099240808,9499202.260198565,7019417.324449958,7274579.73880252,12150432.098176466,7668464.147772018,6042622.7217115015,8701658.983275255,6069905.482693169,9295171.62293702
A,2-Isopropylmalic acid,C7 H12 O5,8183752.319489852,12341236.634347595,7085710.284994377,8829279.915892635,5277724.45393757,10924294.319981731,19313425.588061053,8389464.705031784,6011560.014079199,6821299.4271607725,15839632.014873873,4153419.9183820514,14514056.007868001,7714847.9812416,13123449.26306126,7502747.111625861,11298827.808759566,4200985.092450868,5103283.074553731,5397370.367748325,4005828.9528175406,10408060.043718915,19057645.9703294,4326046.349172779,5038859.623707562,4136726.96899275,4132423.50029292,7155568.3261952605,3688404.86256146,3143891.655690443,5104155.822657036,4168520.9354983377,19797355.163952895,22629972.699035347,18761644.176553875,40791309.61750282,19057506.592592984,28578808.60939374,24254171.55743751,6212622.868877587,42354596.26448726,8013716.075110676,11310738.761004975,17879704.989322565,5283635.831417509,12090951.866654819,33155184.250940077,6942406.722826692,23053091.04739994,26178632.31779654,43750500.307264104,30992025.266087335,22168151.390403982,4810133.416950242,15772849.149920769,19493500.046467412,14696029.381655775,9624012.407372436,4047841.008091742,10882089.285074053,13400639.497256692,18022890.604555443,7070199.938447863,7101348.784784705
D,2-Methoxybenzoic acid,C8 H8 O3,3284346.850947309,1393354.8606397319,5587981.526217185,3777704.391260525,6259949.061663085,5144596.435872796,5370128.035656496,5650560.498816859,4674366.857592301,4750556.102580713,4909613.623250733,2928149.6310338047,4057368.360325062,4246957.734550533,5803716.100040659,8399503.55249077,3578147.965580499,3734622.786789619,4335724.1717195995,3822477.6542119794,4394448.538386181,3732614.044492765,3159772.4099723417,3375117.961326486,2521931.0539765707,3146293.4953408996,4153560.2383966367,2048184.6563836252,3647189.11253513,3253994.292333414,4371140.330782907,4097193.893221343,2093850.6305672198,3893624.119977977,1926549.6250059174,2484601.6934815994,3408655.923435175,2714050.219094299,2729105.5105648814,3462160.457772989,2035360.3663990619,2001122.84506125,2153531.9758882495,1763516.8495126697,3407301.116241527,3340014.854490957,3004958.4180826433,2290806.975927426,2194518.084438984,2258382.8834282025,2427250.966435555,1994384.6888310884,1100618.3659443415,2221789.7790453113,2155218.455106644,2587051.2522337637,1804968.7898837544,1577465.1168926843,1913618.3375029322,1603075.7579682902,1097398.7817509882,1907350.4437859803,2043881.1654911765,1571129.708671729
A,2-Methyl-4-pentenoic acid,C6 H10 O2,5262678.695004685,6085350.695743652,5077680.539253171,6182321.367081955,5272117.864032685,6415333.927770988,6804089.851251521,5848791.992650581,8292296.092285658,5821445.558716424,10203116.809191668,5211638.262758103,6970714.580802533,6782291.660464877,5036200.83734918,10650718.410208436,6788720.928916775,9002535.62409406,6315421.252427148,5409869.832131116,7699323.722466235,6576720.40818835,6670082.926405286,3848623.862652001,5017123.991360655,5176928.919298751,6223753.340315578,4735014.495312996,3564710.16849286,3847636.0969697554,5846476.337653152,4770035.763346989,5652986.110192567,7422784.440537969,6031599.408174832,5650923.811508924,6738694.05332193,7478961.4321761895,5793873.299714693,4507213.129286358,9457428.501406424,7237491.488293237,4525045.910298515,5360573.015383525,5184078.058405898,4846212.969660243,5457166.702738593,4208386.459995534,7103133.550239124,8056556.337811646,6389167.804098825,4646511.455722558,7309526.800206403,6865799.164729302,5203010.427715306,8177250.379957148,5421846.001828684,5798636.95489681,4541086.442225547,4839638.199862771,3841397.4425815814,7479889.701770973,3364879.3409556784,5398300.874140382
C,2'-O-Methyluridine,C10 H14 N2 O6,7897777.297473259,6803138.349987163,4813503.025310241,8597990.940315781,4260756.439916636,6818467.54544029,6812042.607048144,5149293.423006923,5882064.821334234,7498672.670182736,9898596.386481348,5220526.792597455,12822171.082694655,2593435.921149741,968754.5531612613,2536176.528769118,4235329.965228185,3457299.772109685,3422190.7412704146,4352611.604752443,3954065.5516661555,4306075.787556237,8914664.09649092,3024581.886359236,1702746.3784813015,4983903.008012709,4584769.378176058,3907211.4443152924,7601251.02121828,4526182.392706991,5231881.549022825,3833896.4192797574,1208650.530283498,4583369.708036089,2604242.203231714,4214373.454582486,2564330.2203281373,3473025.675366218,3495773.049180097,4072785.6176309944,2325633.70482266,3289030.7213584785,2858188.6223075413,2851261.7562977234,5428879.916250613,2396425.094175549,4332524.891098034,3152095.7773226677,2788876.253545871,3005606.903643388,2572397.2220978998,3577395.152659487,2132999.3766795816,2669269.7269586218,2651679.870997546,2351754.2495410643,1531398.2987318905,2135935.5435376307,2408232.763079777,2485656.0115680126,3512753.5888852235,3093373.386597391,2695138.3675225913,3375218.262719056
B,2-OXOADIPATE,C6 H8 O5,13659557.660603765,20548241.02795681,23166461.654399265,18852935.594020043,19568640.411062036,33585144.47110515,27404626.740915455,44694282.78725385,24149038.938540734,28990056.193167247,25638016.538713004,18069389.363643106,27759166.981932677,22866260.322252464,28804655.99698744,34360178.48977867,21691892.951129586,20649423.168386634,17978991.42603764,18407581.484429467,16794392.483429104,23635978.68576587,21396074.263531365,17043997.37417408,15016803.303741435,14292403.011601036,18458275.837503493,18423121.35478368,15124335.9166591,11959000.361989588,18738130.47898372,13634799.380573066,24203936.098776914,29377973.855411153,28746738.98638882,29424205.624847192,33094335.46463496,30580800.82611018,23786185.863910854,15000222.86689983,20493193.26693889,14924191.126148514,25868302.873706695,18577211.741938643,13524021.457545558,25153680.055734333,29325787.890867647,19795373.027006168,23649942.48568189,26681727.50305772,27711733.509704195,25985299.888186358,20846455.31919893,24455256.528024808,23025860.6564966,27235117.48560772,23268606.9355297,18307431.471024595,15268115.706897447,19777490.315125532,15527496.752137605,15046288.583286013,16318613.344874606,16333259.903866738
B,3-(1H-indol-3-yl)-propionic acid,C11 H11 N O2,8313571.859267857,8758359.369654326,3539136.8281943058,8259911.578713699,26924639.803130373,10236722.206044476,36811108.86414346,17721726.853245266,9535491.65010008,16675048.709319403,15798350.266430816,12870347.528208733,34586165.64050283,37176218.44299357,15034661.920429885,14962198.79123501,16992570.682841007,8100117.426054571,12024975.907603752,9567048.746958872,25984505.230954673,16458837.696543278,37966295.89044621,17796414.711994793,8510971.44489218,4766569.88488249,12630238.070788644,7855170.907769465,22043243.8062691,19188159.462714385,17210462.86956966,19962330.255616635,9490565.433605326,26728185.81809422,6200505.225109995,13261607.422433315,10887447.427974803,7018184.113515241,11087770.67282062,12109678.669936746,21372874.43261999,8681400.614999253,5573160.070501045,3914126.0322429175,11355336.778215477,12672084.66210474,19811112.743290853,11152206.164046248,10839495.751653917,13743659.702960985,6271612.483780465,11706993.184656776,8059517.457379341,4984905.840120104,15011209.498615844,16788652.09231971,9636403.146946272,7611793.192025379,5685964.932974959,4497502.020940565,9525742.453387737,8033689.592670313,5661838.752100264,4362321.425497764
A,3-(3-Hydroxyphenyl)propionic acid,C9 H10 O3,162795482.76488438,194730712.88729134,228829730.0106676,252459911.17922467,522948632.61312765,128115819.51540835,559700401.4382144,361620824.5948299,265508557.0299024,235119460.28728902,428519059.8919086,218824781.36986014,399422580.17403024,333932257.4755628,389269665.03311795,385323981.25829774,252601040.89211863,121350533.36806096,121929225.50096516,173205603.19065133,454856686.0435956,270241911.6433598,482547742.25741917,247699472.64688095,193875032.10395753,56989282.57669855,178964682.37019667,111231802.19290723,268067321.004258,380602294.71760494,425107343.68333894,327219948.09751415,164305235.9694024,320786989.29242593,332775595.8104734,208259579.36404774,187203002.50755265,167575769.0886109,275157408.0439661,499338627.5790498,213030151.79529738,167674952.20419118,332677929.37414527,132302821.92875928,249288053.43150052,149001409.56230575,232701574.16445655,231589061.19714096,193263484.50240996,8641557.87162729,29813236.95318919,161277723.65155596,11202971.153244697,112136810.60433832,30255797.506297734,185728081.19492805,4190402.0999881243,7652843.967654721,28016037.3972768,93199188.75589335,2161410.422053391,82246133.08717388,11623360.269752944,21425858.638353534
A,3-(4-HYDROXY-3-METHOXY-PHENYL)-PROPIONIC ACID,C10 H12 O4,860541.6664576585,1443845.4306297079,3807096.210215631,5593862.982176821,591204.9403136525,1099730.1699826797,834087.5612255808,15713503.108716166,4730634.999279636,896428.8877725234,2899425.3110084166,569504.0739710832,1605375.065502751,11664619.577213155,1808884.8653784925,12654693.195067134,1557000.573200472,1784202.933748827,1998425.9409030392,6168955.540998256,1306569.646376972,1808278.8359415375,1070802.954721801,5009674.602970991,1103135.8138573044,1675829.4739809474,4095325.886720938,2065159.148671021,537213.906616787,6037640.209657835,3061450.596694239,3030214.359747101,1493496.344371684,6311611.609900631,537434.8067854955,14504840.435817303,2778273.979352565,1165486.9252937154,1073045.7111259531,415543.8604472954,12395070.873569239,1767624.3580178395,1130247.7792277422,727841.702256297,1376988.9542467815,4854853.570206865,846018.9460797145,2458499.6680750903,3006049.8962117163,4229628.298480691,2881842.391382272,3216258.2193935644,6048664.815129921,2254191.9195558564,5801080.52740393,9500101.650472071,4417779.875563326,3305446.488224695,1123394.4683021468,527984.820403898,1518319.7401752137,3811463.4394082786,1766107.425851657,3656118.4663403397
A,"3,5-Dihydroxybenzoic acid",C7 H6 O4,676110.7381368446,1826571.528977698,698186.8325119872,7778565.553579983,10672488.038140599,3181606.0766530973,15706188.989753418,14020609.211533684,1360157.4883852212,3311693.972884582,9970078.925283518,4395180.351112128,7646848.893205241,11100108.49347954,13367954.722328898,14012483.2520253,4150887.012006375,586232.4675141232,595245.0377906557,1194967.2743200413,628517.8721469595,1594802.1741823098,8720257.241150241,5039887.200518248,524403.1432920338,587605.5851556805,7513096.651991687,4534600.285775964,525301.354487745,7511292.012724673,11572067.175032971,9238511.337957805,572187.6099349734,758107.5717416406,554401.5852199756,547789.4452402809,525610.9477551165,750121.1316197339,649281.6496495036,3119174.106363122,634801.7697126067,626362.5964445515,539866.6530031478,550702.4190667816,565519.766812781,622609.7860920067,9409880.706078032,595725.3560945701,603122.898603925,582878.3270623839,628386.124872066,619910.5604609958,558590.3821614742,593701.9164989216,584536.9804791943,595391.6062168604,589649.1867759977,597036.8443818995,558447.3888805439,548810.8712606626,374499.8772442025,450227.54655322665,509319.9869377149,599613.8495845553
D,"3,5-Dimethoxyphenol",C8 H10 O3,8006379.488793852,10119678.10233305,9144292.21966225,13030196.568250224,13446649.488434752,24718529.03558242,10189716.139960608,12769746.137889907,9517346.44653519,17149999.07144533,11094290.463790555,6798282.346263506,15754115.885718392,14001808.44502022,15607499.204285385,20317324.696151197,14382383.562847245,18914778.204433322,7972804.074944443,12437519.702492796,16469816.654746948,22399357.568096876,13252479.702719219,8224563.9608903825,8659911.62003291,11566283.862970306,11064060.009765828,11703295.08962805,9741253.88834952,8210780.365831693,9438054.442658275,6711805.520974171,3730814.3074315083,12481677.587059502,12560756.893601405,5283517.220746177,8456935.00586851,8878462.043946905,7664781.98178425,6761655.351596231,7039372.57936984,13709856.971315052,9572949.592316467,10438313.515452893,8312476.661076585,10777573.825874722,11953578.767964628,7779370.924778419,11210082.530139817,14714902.863104686,8918560.658328677,11343918.487331787,9420217.393654201,9086381.396380715,5225530.676406022,10608300.851163357,7707993.922534339,6203008.637490883,6271257.110050896,6830506.258560602,7070079.948705766,4009451.1501754825,5406254.874926887,7724443.534881951
C,3-Hydroxy-2-methyl-4-pyrone,C6 H6 O3,18057492.79682489,14721246.3235824,15855432.509202614,17715219.958277788,18055168.568350006,11708643.656045733,13747474.49860582,23385143.07428645,20720177.513669174,19429922.806967016,10226791.077378687,20725630.82773156,15274989.555834003,27335984.71106544,21065616.41227794,23842664.522591565,19434191.13530372,15069092.419061258,23631210.538096778,11554636.391993834,18958265.99533193,19736837.114182346,19413908.60081961,14984592.413911244,19492497.401399206,11302062.218576249,28217546.104242686,25223885.650924947,13250972.1610854,9235438.265841793,24147562.181668106,23130003.38498267,13669756.024130287,22170150.96222806,17869874.299385894,22750310.251366436,34380766.47481478,32631165.878673255,23264394.520279016,9445464.195650816,26376115.95632386,23017649.158490047,18552632.072100565,16467963.916826136,23153990.392199554,23134426.691608336,25326972.196375914,23859535.1444892,25623966.580971926,28743184.656358022,17344731.87877265,14150175.29898566,19828151.325705815,18781766.842054754,20086693.58928872,23988043.565899767,23042521.11996577,17003253.96385101,10768784.243712874,19870580.431509737,14316284.465310175,18125650.09836655,19175676.387216784,20182894.241134245
B,3-HYDROXYBENZALDEHYDE,C7 H6 O2,131376731.22807793,132663960.39519778,207873424.47165793,162995384.20133874,204695311.22608066,101773500.7502921,281038529.93017894,229128162.6312585,193993996.7344795,139832270.09405378,215501184.5576921,122356786.88170223,254958547.0943337,176532158.60576493,198581486.6993667,268496400.3844262,161759840.37101272,136369098.38381785,97399921.58341666,132915233.70535469,272533304.6299215,168274087.34755042,193019807.1000097,157740322.62272382,133962104.1335538,72328150.34126072,123775226.10110962,87431851.22258377,120815878.193232,180131652.3863171,145663217.11366484,167958522.2275888,89732109.36925127,135931149.95423514,122711331.29327205,99295439.62100255,83282538.97282057,72830371.02515064,175191769.58492455,240898520.19413406,125185699.00632228,116299781.29507501,119240977.59153563,120222057.42246737,147048323.12256643,100146083.10520792,90292341.64882816,96475855.91058597,99093908.21508062,283106591.1356086,293657178.2454946,80358021.23016988,214855900.63397643,66963775.780545816,264781373.25460356,100352210.46760078,191074566.50853604,121565654.0228821,233376173.01389942,63558716.3987914,168470523.2113254,74201011.76276633,119426259.60087954,131509360.65361252
A,3-HYDROXYBENZOATE,C7 H6 O3,20886291.503615484,22063808.59755056,34054801.03467152,47692715.5028235,69285740.21050508,14772952.915510008,75998256.42011955,37119433.399745986,54028881.32621393,25139086.818585884,60368618.33315546,60083780.149496265,42703209.88975305,38377003.21906802,74486174.57140653,55152534.28406742,31439857.177088913,24870295.451729793,16232222.19942761,30605986.65563012,66618068.27573786,19637707.12206767,57649870.4853314,26878014.467317484,34916531.998884104,16269961.702653922,22180702.947698683,19614587.80291048,47821822.3154135,63667898.090072826,64369076.74825634,46526949.55113925,30680526.06624377,26270111.619013414,58397413.369858295,28674356.671500597,25441356.882233363,14453719.711838286,33055992.65532634,53768031.72642986,17784948.741562553,28636128.123338364,25216655.53390886,17340857.560682077,41489410.85717615,17623980.55314518,39757280.74483208,26557570.245676696,25110563.97889938,8523340.188868454,12623044.682048008,25200786.427852552,6166370.401955708,11671338.554057248,7007996.412520481,31300114.46062253,5271810.199213247,8546495.93986211,8638117.093115322,14502828.406569988,4171837.5107349507,11593050.717163652,4885806.0660333475,5535120.29683053
